SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
41997,1610612762,UTA,Utah Jazz,0049700088,1998-06-14,UTA vs. CHI,L,235,86,32,64,0.5,2,10,0.2,20,25,0.8,10,23,33,19,4,0,14,19,-1.0
41997,1610612741,CHI,Chicago Bulls,0049700088,1998-06-14,CHI @ UTA,W,236,87,34,67,0.507,4,10,0.4,15,19,0.789,5,17,22,17,11,4,9,23,1.0
41997,1610612741,CHI,Chicago Bulls,0049700087,1998-06-12,CHI vs. UTA,L,236,81,29,75,0.387,7,20,0.35,16,20,0.8,13,20,33,19,11,5,16,25,-2.0
41997,1610612762,UTA,Utah Jazz,0049700087,1998-06-12,UTA @ CHI,W,234,83,34,67,0.507,1,5,0.2,14,18,0.778,11,26,37,24,10,3,16,24,2.0
41997,1610612762,UTA,Utah Jazz,0049700086,1998-06-10,UTA @ CHI,L,235,82,33,78,0.423,2,15,0.133,14,21,0.667,13,27,40,24,6,1,10,32,-4.0
41997,1610612741,CHI,Chicago Bulls,0049700086,1998-06-10,CHI vs. UTA,W,235,86,27,73,0.37,5,15,0.333,27,40,0.675,17,27,44,18,7,2,9,19,4.0
41997,1610612762,UTA,Utah Jazz,0049700085,1998-06-07,UTA @ CHI,L,235,54,21,70,0.3,1,9,0.111,11,14,0.786,9,29,38,16,7,3,26,26,-42.0
41997,1610612741,CHI,Chicago Bulls,0049700085,1998-06-07,CHI vs. UTA,W,236,96,37,76,0.487,4,11,0.364,18,26,0.692,11,39,50,25,13,6,17,19,42.0
41997,1610612741,CHI,Chicago Bulls,0049700084,1998-06-05,CHI @ UTA,W,234,93,34,80,0.425,3,16,0.188,22,27,0.815,18,18,36,17,10,3,7,21,5.0
41997,1610612762,UTA,Utah Jazz,0049700084,1998-06-05,UTA vs. CHI,L,234,88,33,67,0.493,7,13,0.538,15,19,0.789,9,29,38,22,3,5,19,28,-5.0
41997,1610612741,CHI,Chicago Bulls,0049700083,1998-06-03,CHI @ UTA,L,260,85,34,82,0.415,3,16,0.188,14,16,0.875,9,32,41,14,8,8,14,19,-3.0
41997,1610612762,UTA,Utah Jazz,0049700083,1998-06-03,UTA vs. CHI,W,259,88,38,85,0.447,0,8,0.0,12,15,0.8,9,33,42,23,8,3,13,21,3.0
41997,1610612754,IND,Indiana Pacers,0049700082,1998-05-31,IND @ CHI,L,235,83,27,56,0.482,6,16,0.375,23,37,0.622,4,30,34,18,5,2,12,33,-5.0
